***, perceptual network/states/2020_0916_1139.csv
***, numagents, n_pop, n_ind, graph_density, adjacency
16, 0, 0, 0.26666666666666666
[0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1]
[1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1]
[1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
[0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0]
[0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0]
[0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0]
[0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0]
[0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0]
[0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0]
[0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0]
[0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0]
[0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0]
[0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0]
[0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1]
[1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1]
[1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
***, thresholds, averages and mutual information (per population and individual)
0, 0, 3, 3, 1, 2, 5, 1, 2, 4, 4, 3, 5, 2, 5, 1, 2, 2, 4, 3, 2, 3, 5, 2, 4, 5, 4, 3, 5, 5, 5, 5, 2, 4, 2.81 2.03, 3.81 1.36, 0.361
0, 1, 2, 5, 4, 3, 1, 2, 2, 5, 3, 4, 4, 4, 3, 1, 5, 4, 3, 5, 4, 5, 2, 2, 4, 5, 3, 5, 5, 5, 4, 5, 5, 5, 3.25 1.8 , 4.19 1.23, 0.0
0, 2, 2, 2, 5, 4, 5, 5, 2, 3, 2, 2, 3, 4, 5, 3, 1, 2, 4, 4, 5, 4, 5, 5, 4, 5, 4, 3, 5, 4, 5, 4, 4, 2, 3.12 1.85, 4.19 0.7 , 0.361
0, 3, 4, 4, 5, 3, 3, 4, 3, 3, 3, 4, 5, 3, 1, 3, 4, 1, 5, 5, 5, 4, 4, 5, 4, 4, 3, 5, 5, 4, 4, 3, 5, 2, 3.31 1.3 , 4.19 0.83, 0.0
0, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 2, 2, 5, 3, 2, 5, 3, 2, 4, 4, 5, 5, 5, 4, 4, 5, 5, 4, 5, 4, 2, 5, 4, 3.12 1.58, 4.19 0.96, 0.0
0, 5, 3, 4, 1, 1, 4, 1, 3, 5, 5, 4, 2, 4, 3, 2, 5, 2, 3, 4, 5, 1, 4, 4, 4, 5, 5, 5, 2, 5, 3, 3, 5, 3, 3.06 2.06, 3.81 1.5 , 0.0
0, 6, 5, 3, 4, 4, 1, 4, 5, 4, 3, 4, 1, 3, 1, 5, 4, 3, 5, 3, 4, 4, 5, 4, 5, 5, 4, 4, 1, 4, 4, 5, 4, 5, 3.38 1.85, 4.12 1.05, 0.0
0, 7, 4, 1, 1, 5, 1, 3, 3, 1, 2, 5, 5, 4, 5, 2, 3, 2, 5, 5, 4, 5, 2, 4, 5, 3, 3, 5, 5, 5, 5, 5, 4, 3, 2.94 2.46, 4.25 1.  , 0.559
0, 8, 4, 2, 1, 4, 1, 2, 3, 1, 3, 3, 2, 2, 3, 3, 4, 1, 4, 2, 4, 4, 4, 5, 5, 2, 5, 5, 2, 5, 3, 5, 5, 2, 2.44 1.2 , 3.88 1.58, 0.897
0, 9, 2, 4, 1, 4, 2, 5, 4, 5, 2, 2, 2, 2, 2, 3, 4, 3, 2, 4, 4, 5, 5, 5, 5, 5, 3, 5, 4, 3, 3, 5, 5, 3, 2.94 1.53, 4.12 1.05, 0.0
0, 10, 4, 3, 2, 4, 4, 3, 2, 4, 5, 2, 1, 3, 4, 3, 1, 2, 4, 4, 3, 5, 5, 4, 5, 4, 5, 3, 2, 4, 4, 4, 2, 2, 2.94 1.4 , 3.75 1.13, 0.0
0, 11, 2, 4, 4, 3, 3, 3, 1, 3, 2, 4, 5, 1, 1, 5, 2, 4, 2, 5, 5, 4, 3, 5, 3, 5, 2, 5, 5, 1, 5, 5, 5, 5, 2.94 1.8 , 4.06 1.93, 0.0
0, 12, 2, 4, 4, 1, 2, 3, 1, 5, 1, 3, 1, 3, 4, 2, 1, 3, 2, 4, 4, 3, 4, 3, 1, 5, 4, 5, 5, 4, 4, 5, 3, 3, 2.5  1.73, 3.69 1.3 , 0.0
0, 13, 4, 4, 1, 1, 3, 4, 3, 5, 4, 3, 2, 1, 2, 1, 5, 3, 5, 5, 4, 3, 3, 5, 5, 5, 4, 4, 2, 2, 4, 2, 5, 5, 2.88 1.98, 3.94 1.4 , 0.478
0, 14, 2, 5, 5, 2, 1, 2, 3, 5, 1, 5, 1, 2, 3, 1, 5, 1, 2, 5, 5, 3, 4, 5, 4, 5, 3, 5, 5, 2, 5, 3, 5, 4, 2.75 2.87, 4.06 1.26, 0.552
0, 15, 2, 4, 5, 4, 3, 2, 5, 5, 5, 2, 4, 5, 5, 3, 5, 5, 3, 4, 5, 5, 4, 2, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4.   1.47, 4.5 0.8, 0.0
0, 16, 1, 5, 2, 3, 3, 3, 4, 3, 3, 5, 2, 2, 3, 4, 5, 1, 4, 5, 2, 5, 4, 3, 4, 5, 4, 5, 4, 2, 4, 5, 5, 4, 3.06 1.66, 4.06 1.  , 0.478
0, 17, 4, 5, 5, 2, 4, 5, 3, 4, 2, 2, 3, 1, 3, 1, 4, 3, 5, 5, 5, 2, 5, 5, 3, 4, 4, 2, 4, 3, 3, 2, 5, 3, 3.19 1.76, 3.75 1.4 , 0.0
0, 18, 3, 4, 2, 2, 5, 3, 3, 1, 2, 2, 1, 5, 5, 4, 1, 1, 3, 4, 5, 3, 5, 3, 3, 1, 3, 2, 2, 5, 5, 5, 3, 5, 2.75 2.2 , 3.56 1.73, 0.552
0, 19, 2, 4, 4, 5, 2, 1, 2, 1, 2, 2, 4, 3, 3, 4, 5, 4, 2, 4, 5, 5, 3, 3, 3, 3, 3, 4, 5, 5, 3, 4, 5, 5, 3.   1.73, 3.88 1.05, 0.0
0, 20, 2, 3, 5, 1, 5, 2, 2, 3, 3, 2, 4, 1, 3, 3, 4, 4, 5, 3, 5, 4, 5, 5, 4, 5, 4, 3, 5, 4, 5, 4, 4, 5, 2.94 1.53, 4.38 0.52, 0.0
0, 21, 1, 3, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 3, 3, 5, 1, 2, 4, 2, 3, 5, 5, 5, 5, 4, 2, 4, 1, 3, 4, 5, 5, 2.12 1.98, 3.69 1.83, 1.249
0, 22, 2, 2, 5, 3, 3, 3, 4, 3, 1, 2, 3, 2, 5, 1, 4, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 1, 5, 4, 2.88 1.45, 4.38 1.58, 0.0
0, 23, 1, 4, 2, 4, 2, 5, 4, 1, 1, 4, 3, 5, 1, 1, 3, 4, 5, 5, 2, 4, 2, 5, 4, 4, 3, 4, 4, 5, 1, 3, 4, 5, 2.81 2.3 , 3.75 1.53, 0.0
0, 24, 1, 3, 2, 5, 4, 3, 1, 5, 5, 4, 4, 4, 1, 1, 4, 3, 4, 3, 4, 5, 4, 4, 3, 5, 5, 4, 5, 5, 3, 2, 4, 3, 3.12 2.25, 3.94 0.86, 0.0
50, 0, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 1, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 2, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 3, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 4, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 5, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 6, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 7, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 1.483
50, 8, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 9, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 10, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 11, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 1.35
50, 12, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 2.141
50, 13, 1, 4, 2, 3, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 5, 2, 3, 3, 6, 5, 5, 4, 2, 4, 2, 4, 2, 3, 5, 1.75 1.53, 3.56 1.86, 1.35
